Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","38","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","78","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","387","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","729","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","37","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","290","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","41","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2518","Sorgho et produits","2017","2017","Milliers de tonnes","32","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","266","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","215","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","430","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","745","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2518","Sorgho et produits","2017","2017","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","1104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","1042","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","64","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2513","Orge et produits","2017","2017","Milliers de tonnes","492","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","2011","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2515","Seigle et produits","2017","2017","Milliers de tonnes","68","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","84","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","374","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","59","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","3319","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","87322","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","3764","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","135315","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2513","Orge et produits","2017","2017","Milliers de tonnes","219","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","1469","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","8952","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","10188","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","24","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","50","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","176","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2517","Millet et produits","2017","2017","Milliers de tonnes","10108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","68","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2518","Sorgho et produits","2017","2017","Milliers de tonnes","4041","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","10097","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","1725","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","52071","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","4700","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","6881","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2517","Millet et produits","2017","2017","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","54","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","195","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","12635","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","701","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","3433","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2513","Orge et produits","2017","2017","Milliers de tonnes","5121","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","57","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","7352","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","225","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","43","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","920","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","4386","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","1567","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2513","Orge et produits","2017","2017","Milliers de tonnes","466","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","50","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","408","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2511","Blé et produits","2017","2017","Milliers de tonnes","731","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5142","Nourriture","2511","Blé et produits","2017","2017","Milliers de tonnes","494","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2513","Orge et produits","2017","2017","Milliers de tonnes","1377","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2514","Maïs et produits","2017","2017","Milliers de tonnes","959","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5142","Nourriture","2514","Maïs et produits","2017","2017","Milliers de tonnes","53","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","143","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","40","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
